multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1090,6611172,1932-01-01,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1145,6611172,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,66.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1208,6611172,1932-01-01,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1460,6611172,1932-01-01,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1503,6611172,1932-01-01,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,50.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1575,6611172,1932-01-01,09:05,92.0,40,RUTA 9,,IMPAGA,52.0,50.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1595,6611172,1932-01-01,00:00,144.0,80,RUTA 9,R01,APELADA,64.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1754,6611172,1932-01-01,00:00,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,26.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,51.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,52.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2437,6611172,1932-01-01,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2584,6611172,2023-11-14,00:00,112.0,80,RUTA 9,R02,PAGADA,32.0,28.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2597,6611172,1932-01-01,09:47,112.0,60,RUTA 9,,APELADA,52.0,49.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3269,6611172,1932-01-01,15:55,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3273,6611172,1932-01-01,15:55,98.0,80,AV SIEMPRE VIVA,R03,PAGADA,18.0,14.0,urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
24,XIIUME,1932-01-01,08:01,52.0,40,AV SIEMPRE VIVA,R03,IMPAGA,12.0,10.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
222,XIIUME,1932-01-01,18:10,83.0,60,AV SIEMPRE VIVA,R03,ERROR,23.0,20.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
256,XIIUME,2020-04-30,00:00,125.0,80,AV SIEMPRE VIVA,R03,ERROR,45.0,41.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
306,XIIUME,2023-07-26,08:12,133.0,80,AV SIEMPRE VIVA,R02,IMPAGA,53.0,49.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
421,XIIUME,1932-01-01,08:15,115.0,40,RUTA 9,R02,PAGADA,75.0,73.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
422,XIIUME,1932-01-01,18:19,116.0,60,AV SIEMPRE VIVA,R01,IMPAGA,56.0,53.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
424,XIIUME,1932-01-01,14:14,89.0,40,AV LIBERTADOR,R01,ERROR,49.0,47.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
431,XIIUME,1932-01-01,18:20,114.0,80,AV LIBERTADOR,,IMPAGA,34.0,30.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
456,XIIUME,2020-05-05,18:21,116.0,80,AV LIBERTADOR,R02,IMPAGA,36.0,32.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
725,XIIUME,1932-01-01,14:25,97.0,80,AV SIEMPRE VIVA,,APELADA,17.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
808,XIIUME,1932-01-01,14:29,157.0,80,RUTA 9,R03,ERROR,77.0,73.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
979,XIIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
1226,XIIUME,1932-01-01,00:00,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
1504,XIIUME,1932-01-01,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
1999,XIIUME,2021-01-01,00:00,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,47.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2042,XIIUME,1932-01-01,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,72.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2395,XIIUME,2020-06-09,15:25,117.0,60,RUTA 9,R02,ERROR,57.0,54.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2543,XIIUME,1932-01-01,00:00,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,22.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2820,XIIUME,1932-01-01,20:01,67.0,40,RUTA 9,R02,APELADA,27.0,25.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2863,XIIUME,1932-01-01,00:00,123.0,80,AV SIEMPRE VIVA,R01,APELADA,43.0,39.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2870,XIIUME,1932-01-01,00:00,134.0,80,AV LIBERTADOR,R01,IMPAGA,54.0,50.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2981,XIIUME,1932-01-01,00:00,81.0,60,RUTA 9,R02,IMPAGA,21.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3707,XIIUME,1932-01-01,20:36,140.0,60,AV LIBERTADOR,R01,IMPAGA,80.0,77.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3817,XIIUME,1932-01-01,00:00,129.0,80,AV LIBERTADOR,,APELADA,49.0,45.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3851,XIIUME,1932-01-01,16:19,121.0,80,AV LIBERTADOR,,APELADA,41.0,37.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
3950,XIIUME,1932-01-01,00:00,74.0,40,AV SIEMPRE VIVA,R01,IMPAGA,34.0,32.0,urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
183,UM96201,1932-01-01,08:08,102.0,40,AV SIEMPRE VIVA,R03,PAGADA,62.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
329,UM96201,1932-01-01,18:15,133.0,60,RUTA 9,R03,APELADA,73.0,70.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
410,UM96201,1932-01-01,00:00,98.0,60,AV SIEMPRE VIVA,R01,PAGADA,38.0,35.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
484,UM96201,1932-01-01,08:17,77.0,40,AV SIEMPRE VIVA,R02,IMPAGA,37.0,35.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
505,UM96201,1932-01-01,08:18,131.0,60,RUTA 9,,APELADA,71.0,68.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
847,UM96201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,72.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
914,UM96201,1932-01-01,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,12.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1062,UM96201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1332,UM96201,1932-01-01,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1391,UM96201,1932-01-01,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1493,UM96201,1932-01-01,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1733,UM96201,1932-01-01,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,41.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2019,UM96201,1932-01-01,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2181,UM96201,1932-01-01,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2226,UM96201,1932-01-01,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2523,UM96201,1932-01-01,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,22.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2530,UM96201,1932-01-01,00:00,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,39.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2729,UM96201,1932-01-01,00:00,102.0,40,RUTA 9,,IMPAGA,62.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2755,UM96201,1932-01-01,09:54,67.0,40,AV LIBERTADOR,R02,IMPAGA,27.0,25.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2786,UM96201,2021-02-02,09:54,99.0,40,AV LIBERTADOR,R03,APELADA,59.0,57.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2854,UM96201,1932-01-01,00:00,129.0,80,AV SIEMPRE VIVA,R01,PAGADA,49.0,45.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3010,UM96201,1932-01-01,20:08,57.0,40,AV SIEMPRE VIVA,R03,PAGADA,17.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3104,UM96201,1932-01-01,20:12,90.0,60,AV SIEMPRE VIVA,,APELADA,30.0,27.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3181,UM96201,1932-01-01,20:15,123.0,60,RUTA 9,,PAGADA,63.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3288,UM96201,1932-01-01,00:00,110.0,80,RUTA 9,R02,PAGADA,30.0,26.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3566,UM96201,2020-03-21,00:00,68.0,60,RUTA 9,R02,APELADA,8.0,5.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3629,UM96201,1932-01-01,00:00,92.0,80,AV SIEMPRE VIVA,R02,PAGADA,12.0,8.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3664,UM96201,1932-01-01,00:00,124.0,80,AV LIBERTADOR,,PAGADA,44.0,40.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3668,UM96201,1932-01-01,20:34,140.0,60,RUTA 9,,APELADA,80.0,77.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3734,UM96201,1932-01-01,20:37,95.0,80,RUTA 9,R01,APELADA,15.0,11.0,urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
397,HF3461,1932-01-01,00:00,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
495,HF3461,2023-09-15,00:00,111.0,80,AV LIBERTADOR,R01,ERROR,31.0,27.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
524,HF3461,1932-01-01,18:24,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
578,HF3461,1932-01-01,00:00,126.0,80,AV SIEMPRE VIVA,R02,APELADA,46.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
587,HF3461,1932-01-01,00:00,100.0,40,AV SIEMPRE VIVA,R01,PAGADA,60.0,58.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
712,HF3461,1932-01-01,18:32,119.0,40,AV SIEMPRE VIVA,R03,ERROR,79.0,77.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
741,HF3461,1932-01-01,14:26,130.0,80,RUTA 9,,IMPAGA,50.0,46.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
902,HF3461,1932-01-01,14:33,123.0,60,AV LIBERTADOR,,PAGADA,63.0,60.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1009,HF3461,1932-01-01,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1012,HF3461,1932-01-01,00:00,74.0,40,RUTA 9,,ERROR,34.0,32.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1027,HF3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1065,HF3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,36.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1410,HF3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,2.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1427,HF3461,1932-01-01,00:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1622,HF3461,1932-01-01,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1632,HF3461,1932-01-01,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1853,HF3461,1932-01-01,00:00,79.0,60,AV SIEMPRE VIVA,,PAGADA,19.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2002,HF3461,2021-04-10,00:00,100.0,80,RUTA 9,R01,APELADA,20.0,16.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2225,HF3461,1932-01-01,00:00,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2434,HF3461,1932-01-01,00:00,57.0,40,RUTA 9,R01,APELADA,17.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2566,HF3461,1932-01-01,15:31,118.0,80,RUTA 9,R02,APELADA,38.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2600,HF3461,1932-01-01,00:00,127.0,80,RUTA 9,R03,APELADA,47.0,43.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2674,HF3461,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R03,ERROR,22.0,20.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2716,HF3461,2023-03-19,19:57,142.0,80,AV LIBERTADOR,R03,ERROR,62.0,58.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2769,HF3461,2021-10-01,00:00,102.0,80,AV LIBERTADOR,R03,IMPAGA,22.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3162,HF3461,2023-02-28,00:00,124.0,60,AV LIBERTADOR,R03,IMPAGA,64.0,61.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3231,HF3461,1932-01-01,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3394,HF3461,2023-12-22,20:25,131.0,60,AV LIBERTADOR,R01,APELADA,71.0,68.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3474,HF3461,1932-01-01,20:28,99.0,80,RUTA 9,R01,IMPAGA,19.0,15.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3478,HF3461,2020-06-14,20:28,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3676,HF3461,1932-01-01,10:31,126.0,80,AV SIEMPRE VIVA,,APELADA,46.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3773,HF3461,1932-01-01,20:40,76.0,40,AV LIBERTADOR,,IMPAGA,36.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3788,HF3461,1932-01-01,16:16,98.0,80,RUTA 9,R02,ERROR,18.0,14.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3798,HF3461,2023-12-10,00:00,79.0,40,AV SIEMPRE VIVA,R02,PAGADA,39.0,37.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3833,HF3461,1932-01-01,16:18,97.0,40,AV SIEMPRE VIVA,,PAGADA,57.0,55.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3878,HF3461,2021-12-26,00:00,151.0,80,AV SIEMPRE VIVA,,APELADA,71.0,67.0,urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
211,2999961,1932-01-01,00:00,97.0,80,RUTA 9,R03,PAGADA,17.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
473,2999961,2021-03-29,18:22,99.0,60,AV SIEMPRE VIVA,R03,IMPAGA,39.0,36.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
733,2999961,1932-01-01,00:00,127.0,60,RUTA 9,R01,APELADA,67.0,64.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
946,2999961,1932-01-01,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1127,2999961,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1169,2999961,1932-01-01,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1173,2999961,1932-01-01,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1309,2999961,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1562,2999961,1932-01-01,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1907,2999961,1932-01-01,00:00,157.0,80,RUTA 9,R03,IMPAGA,77.0,73.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2120,2999961,1932-01-01,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2565,2999961,1932-01-01,00:00,128.0,60,AV SIEMPRE VIVA,R02,ERROR,68.0,65.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2885,2999961,1932-01-01,00:00,55.0,40,RUTA 9,R03,PAGADA,15.0,13.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2973,2999961,1932-01-01,10:02,102.0,80,AV SIEMPRE VIVA,R01,APELADA,22.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3200,2999961,1932-01-01,00:00,126.0,80,AV LIBERTADOR,,PAGADA,46.0,42.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3243,2999961,1932-01-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR,22.0,18.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3373,2999961,1932-01-01,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
